Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,YrSold,SalePrice
696,20,RL,54,13811,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1987,1987,CompShg,HdBoard,HdBoard,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,Y,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987,Unf,2,551,TA,TA,Y,125,2006,176000
697,30,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1921,1950,CompShg,Wd Sdng,Wd Shng,TA,TA,No,LwQ,616,Unf,0,0,616,Y,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,NA,Detchd,1921,Unf,1,205,TA,TA,Y,0,2006,89000
698,20,RL,57,6420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1952,1952,CompShg,Wd Sdng,Wd Sdng,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,Y,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,NA,Detchd,1952,Unf,1,308,TA,TA,Y,0,2006,123500
699,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAe,1Fam,1Story,5,8,1965,2009,CompShg,MetalSd,MetalSd,TA,TA,No,GLQ,553,BLQ,117,224,894,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1973,Unf,1,336,TA,TA,Y,416,2010,138500
700,120,FV,59,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,7,5,2004,2004,CompShg,MetalSd,MetalSd,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,Y,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,NA,Attchd,2004,RFn,2,530,TA,TA,Y,156,2008,196000
701,20,RL,85,14331,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,8,5,2002,2002,CompShg,VinylSd,VinylSd,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,Y,1800,0,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002,Fin,3,765,TA,TA,Y,270,2006,312500
702,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,1969,1969,CompShg,HdBoard,HdBoard,TA,TA,No,Unf,0,Unf,0,1164,1164,Y,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,NA,Attchd,1969,Unf,2,528,TA,TA,Y,0,2006,140000
703,60,RL,82,12438,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2006,2006,CompShg,VinylSd,VinylSd,Ex,Gd,No,Unf,0,Unf,0,1234,1234,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2006,Fin,3,666,TA,TA,Y,324,2006,361919
704,190,RM,76,7630,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,2fmCon,2Story,5,9,1900,1996,CompShg,Wd Sdng,Wd Sdng,Gd,TA,No,Unf,0,Unf,0,360,360,Y,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,Po,Detchd,1999,Unf,2,672,TA,TA,N,344,2010,140000
705,20,RL,70,8400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2004,2005,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,712,Unf,0,761,1473,Y,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,606,TA,TA,Y,0,2010,213000
706,190,RM,70,5600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,2fmCon,2Story,4,5,1930,1950,CompShg,VinylSd,Wd Shng,NA,NA,NA,NA,0,NA,0,0,0,N,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2010,55000
707,20,RL,NA,115149,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,Norm,1Fam,1Story,7,5,1971,2002,CompShg,Plywood,Plywood,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,Y,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,TA,Attchd,1971,Unf,2,739,TA,TA,Y,380,2007,302000
708,120,RL,48,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,2006,2006,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,863,Unf,0,461,1324,Y,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006,Fin,2,550,TA,TA,Y,192,2009,254000
709,60,RL,65,9018,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,Av,Unf,0,Unf,0,728,728,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2007,Fin,2,400,TA,TA,Y,100,2007,179540
710,20,RL,NA,7162,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,7,1966,1966,CompShg,HdBoard,HdBoard,TA,TA,No,Unf,0,Unf,0,876,876,Y,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1966,Unf,1,408,TA,TA,Y,0,2008,109900
711,30,RL,56,4130,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,3,6,1935,2003,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,270,270,Y,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2008,52000
712,50,C (all),66,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,Norm,1Fam,1.5Fin,4,7,1900,1950,CompShg,MetalSd,MetalSd,TA,TA,Mn,Unf,0,Unf,0,859,859,Y,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,NA,Detchd,1964,RFn,1,384,TA,TA,N,68,2010,102776
713,120,RL,40,4671,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,1988,1989,CompShg,HdBoard,HdBoard,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,Y,1228,0,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,1988,Fin,2,472,TA,TA,Y,168,2008,189000
714,190,RL,60,9873,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,2fmCon,1Story,4,5,1970,1970,CompShg,HdBoard,HdBoard,TA,TA,Av,ALQ,789,Unf,0,171,960,N,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,NA,Detchd,1970,Unf,2,576,TA,TA,Y,0,2006,129000
715,60,RL,NA,13517,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,1Fam,2Story,6,8,1976,2005,CompShg,HdBoard,Plywood,TA,TA,No,GLQ,533,Unf,0,192,725,Y,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,1976,RFn,2,475,TA,TA,Y,0,2010,130500
716,20,RL,78,10140,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1974,1974,CompShg,HdBoard,HdBoard,Gd,TA,No,Unf,0,Unf,0,1064,1064,Y,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1974,RFn,2,478,TA,TA,Y,0,2009,165000
717,70,RM,60,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,8,1890,1998,CompShg,Wd Sdng,VinylSd,TA,TA,No,Unf,0,Unf,0,718,718,Y,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,NA,Detchd,1996,Unf,2,704,TA,TA,P,0,2007,159500
718,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1973,2000,CompShg,HdBoard,HdBoard,Gd,TA,No,BLQ,1084,Unf,0,92,1176,Y,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1973,Unf,2,439,TA,TA,Y,224,2008,157000
719,60,RL,96,10542,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1993,1994,CompShg,Wd Sdng,ImStucc,Gd,TA,Gd,GLQ,1173,Unf,0,138,1311,Y,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,983,TA,TA,Y,250,2008,341000
720,20,RL,69,9920,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,5,6,1969,1969,CompShg,HdBoard,Plywood,Gd,TA,Gd,ALQ,523,Unf,0,448,971,Y,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,Po,Attchd,1969,Unf,1,300,TA,TA,Y,0,2006,128500
721,120,RL,NA,6563,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,Norm,1Fam,1Story,8,5,1985,1985,CompShg,HdBoard,HdBoard,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,Y,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985,RFn,2,564,TA,TA,Y,114,2006,275000
722,120,RM,NA,4426,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,6,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,662,Unf,0,186,848,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,NA,Attchd,2004,RFn,2,420,TA,TA,Y,160,2010,143000
723,20,RL,70,8120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,7,1970,1970,CompShg,MetalSd,MetalSd,TA,TA,No,ALQ,191,Unf,0,673,864,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,NA,Detchd,1994,Unf,2,463,TA,TA,Y,0,2009,124500
724,50,RL,60,8172,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,6,1954,1972,CompShg,MetalSd,MetalSd,TA,TA,No,Unf,0,Unf,0,941,941,Y,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,NA,Detchd,1958,Unf,1,548,TA,TA,Y,0,2008,135000
725,20,RL,86,13286,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,9,5,2007,2008,CompShg,CemntBd,CmentBd,Ex,TA,No,GLQ,1234,Unf,0,464,1698,Y,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2007,Fin,3,768,TA,TA,Y,327,2009,320000
726,20,RL,60,6960,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,4,6,1970,1970,CompShg,HdBoard,Plywood,TA,TA,No,ALQ,375,BLQ,239,250,864,Y,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1989,Unf,2,660,TA,TA,Y,96,2009,120500
727,20,RL,NA,21695,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,6,9,1988,2007,CompShg,Wd Sdng,Plywood,Gd,TA,No,GLQ,808,Unf,0,72,880,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,Gd,Attchd,1988,Fin,2,540,TA,TA,Y,292,2009,222000
728,20,RL,64,7314,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,724,Unf,0,508,1232,Y,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,NA,Attchd,2007,RFn,2,632,TA,TA,Y,132,2009,194500
729,90,RL,85,11475,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Duplex,1Story,5,5,1958,1958,CompShg,VinylSd,VinylSd,TA,TA,No,Unf,0,Unf,0,1584,1584,Y,1776,0,0,1776,1,0,2,0,4,2,TA,9,Typ,0,NA,Detchd,1968,Unf,3,888,TA,TA,Y,0,2009,110000
730,30,RM,52,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,5,1925,1950,CompShg,MetalSd,MetalSd,TA,TA,No,BLQ,152,Unf,0,628,780,Y,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,1962,Unf,2,539,TA,TA,Y,0,2009,103000
731,120,RL,39,5389,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,1995,1996,CompShg,CemntBd,CmentBd,Gd,TA,No,GLQ,1180,Unf,0,415,1595,Y,1616,0,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1995,RFn,2,608,TA,TA,Y,237,2010,236500
732,80,RL,73,9590,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,SLvl,7,5,2003,2003,CompShg,VinylSd,VinylSd,Ex,TA,Av,GLQ,786,Unf,0,82,868,Y,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2003,Fin,2,438,TA,TA,Y,160,2007,187500
733,60,RL,75,11404,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1998,1999,CompShg,VinylSd,VinylSd,Gd,TA,Av,ALQ,252,Unf,0,901,1153,Y,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1998,Fin,2,541,TA,TA,Y,192,2008,222500
734,20,RL,80,10000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,1Fam,1Story,5,6,1961,1983,CompShg,HdBoard,HdBoard,TA,TA,No,BLQ,594,Unf,0,270,864,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1961,RFn,1,264,TA,TA,Y,165,2009,131400
735,20,RL,NA,8978,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1Story,5,5,1968,1968,CompShg,Plywood,Plywood,TA,TA,No,Unf,0,Unf,0,948,948,Y,948,0,0,948,0,0,1,0,3,1,TA,6,Typ,0,NA,Attchd,1968,Unf,1,300,TA,TA,Y,147,2007,108000
736,75,RM,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2.5Unf,7,7,1914,1970,CompShg,Wd Sdng,Wd Sdng,Gd,TA,Mn,Rec,390,Unf,0,490,880,N,880,888,0,1768,0,0,1,1,2,1,TA,6,Typ,2,TA,Detchd,1914,Unf,2,320,TA,TA,N,0,2006,163000
737,90,RL,60,8544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,3,4,1950,1950,CompShg,Stucco,Stone,NA,NA,NA,NA,0,NA,0,0,0,N,1040,0,0,1040,0,0,2,0,2,2,TA,6,Typ,0,NA,Detchd,1949,Unf,2,400,TA,TA,Y,0,2006,93500
738,60,RL,72,10463,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,8,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,893,893,Y,901,900,0,1801,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,800,TA,TA,Y,0,2006,239900
739,90,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Duplex,1Story,5,5,1987,1988,CompShg,Plywood,Plywood,Gd,Gd,Gd,GLQ,1200,Unf,0,0,1200,Y,1200,0,0,1200,3,0,3,0,3,1,TA,5,Typ,0,NA,NA,NA,NA,0,0,NA,NA,Y,120,2009,179000
740,60,RL,65,9313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2004,2004,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,864,864,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2004,RFn,2,572,TA,TA,Y,187,2009,190000
741,70,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,5,7,1910,2002,CompShg,Wd Sdng,Wd Shng,Fa,Fa,No,Unf,0,Unf,0,264,264,Y,768,664,0,1432,0,0,2,0,2,1,TA,7,Typ,0,NA,Detchd,1910,Unf,2,360,TA,Gd,Y,270,2007,132000
742,20,RL,65,6768,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,1Fam,1Story,6,8,1961,1996,CompShg,HdBoard,HdBoard,TA,TA,Mn,GLQ,832,Unf,0,80,912,Y,912,0,0,912,1,1,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1962,Unf,1,288,TA,TA,Y,168,2008,142000
743,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2000,2001,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1349,1349,Y,1349,0,0,1349,0,0,2,0,3,1,TA,6,Typ,0,NA,Attchd,2000,Unf,2,539,TA,TA,Y,120,2007,179000
744,80,RL,70,12886,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,SLvl,5,6,1963,1999,CompShg,HdBoard,HdBoard,Gd,TA,Av,ALQ,444,Unf,0,76,520,Y,1464,0,0,1464,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,1997,RFn,2,480,TA,TA,Y,302,2009,175000
745,120,RL,41,5395,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Norm,TwnhsE,1Story,8,5,1993,1993,CompShg,HdBoard,HdBoard,Gd,TA,No,GLQ,733,Unf,0,604,1337,Y,1337,0,0,1337,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1993,RFn,2,462,TA,TA,Y,96,2008,180000
746,60,RL,NA,8963,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,9,1976,1996,CompShg,VinylSd,VinylSd,TA,Gd,No,GLQ,575,ALQ,80,487,1142,Y,1175,1540,0,2715,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,1994,Fin,2,831,TA,TA,Y,0,2008,299800
747,60,RL,NA,8795,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2000,2000,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,300,Unf,0,652,952,Y,980,1276,0,2256,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,2,554,TA,TA,Y,224,2009,236000
748,70,RM,65,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Norm,1Fam,2Story,7,7,1880,2003,CompShg,Stucco,Stucco,TA,Fa,No,Unf,0,Unf,0,1240,1240,N,1320,1320,0,2640,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,1950,Unf,4,864,TA,TA,N,181,2009,265979
749,20,RL,59,10593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,1996,1996,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,919,Unf,0,801,1720,Y,1720,0,0,1720,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1996,Fin,2,527,TA,TA,Y,240,2010,260400
750,50,RL,50,8405,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,4,3,1945,1950,CompShg,WdShing,Wd Shng,NA,NA,NA,NA,0,NA,0,0,0,N,1088,441,0,1529,0,0,2,0,4,1,TA,9,Mod,0,NA,Detchd,1945,Unf,1,240,TA,TA,N,92,2009,98000
751,50,RM,55,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,1Fam,1.5Fin,4,7,1910,2004,CompShg,Wd Sdng,Wd Sdng,TA,Fa,No,Unf,0,Unf,0,576,576,Y,792,348,0,1140,0,0,1,0,3,1,TA,7,Min2,0,NA,NA,NA,NA,0,0,NA,NA,N,0,2010,96500
752,60,RL,NA,7750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,RRAn,1Fam,2Story,7,5,2003,2003,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,660,660,Y,660,660,0,1320,0,0,2,1,3,1,Gd,6,Typ,0,NA,Attchd,2003,Fin,2,400,TA,TA,Y,0,2007,162000
753,20,RL,79,9236,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,5,1997,1997,CompShg,VinylSd,VinylSd,Gd,TA,Gd,GLQ,1200,Unf,0,279,1479,Y,1494,0,0,1494,1,0,2,0,3,1,Gd,6,Typ,0,NA,Attchd,1997,RFn,2,576,TA,TA,Y,168,2006,217000
754,60,RL,80,10240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2005,2005,CompShg,VinylSd,VinylSd,Gd,TA,Mn,Unf,0,Unf,0,1030,1030,Y,1038,1060,0,2098,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2005,RFn,3,878,TA,TA,Y,192,2006,275500
755,20,RL,61,7930,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,8,1969,2005,CompShg,Plywood,Plywood,TA,TA,No,GLQ,439,LwQ,472,115,1026,Y,1026,0,0,1026,1,0,1,0,3,1,Gd,5,Typ,0,NA,Detchd,1969,RFn,2,440,TA,TA,Y,171,2009,156000
756,160,FV,34,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,TwnhsE,2Story,6,5,1999,1999,CompShg,MetalSd,MetalSd,Gd,TA,No,GLQ,381,Unf,0,348,729,Y,742,729,0,1471,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,2009,172500
757,60,RL,68,10769,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,2007,2007,CompShg,VinylSd,VinylSd,Gd,TA,Av,GLQ,20,Unf,0,846,866,Y,866,902,0,1768,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2007,RFn,2,578,TA,TA,Y,144,2009,212000
758,60,RL,NA,11616,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,1Fam,2Story,6,5,1978,1978,CompShg,HdBoard,HdBoard,TA,TA,Mn,Rec,438,Unf,0,234,672,Y,672,714,0,1386,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978,Fin,2,440,TA,TA,Y,335,2010,158900
759,160,FV,24,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Twnhs,2Story,7,5,1999,1999,CompShg,MetalSd,MetalSd,Gd,TA,No,ALQ,549,Unf,0,195,744,Y,757,744,0,1501,0,0,2,1,3,1,TA,6,Typ,0,NA,Detchd,1999,Unf,2,440,TA,TA,Y,0,2008,179400
760,60,RL,65,12257,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,1995,1995,CompShg,VinylSd,VinylSd,Gd,TA,Av,LwQ,56,ALQ,64,1198,1318,Y,1328,1203,0,2531,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995,RFn,3,752,TA,TA,Y,222,2007,290000
761,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,6,6,1959,1959,CompShg,Wd Sdng,Wd Sdng,TA,TA,No,Rec,612,Unf,0,252,864,Y,864,0,0,864,0,0,1,0,2,1,TA,5,Typ,0,NA,Detchd,2008,Unf,1,300,Ex,Ex,Y,0,2009,127500
762,30,RM,60,6911,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Feedr,1Fam,1Story,5,5,1924,1950,CompShg,Wd Sdng,Wd Sdng,TA,TA,Mn,LwQ,405,Unf,0,740,1145,Y,1301,0,0,1301,0,0,1,0,2,1,Fa,5,Min1,0,NA,Detchd,1965,Unf,2,440,TA,TA,Y,0,2009,100000
763,60,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,2009,2009,CompShg,VinylSd,VinylSd,Gd,TA,Mn,GLQ,24,Unf,0,732,756,Y,764,783,0,1547,0,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,2009,Unf,2,614,TA,TA,Y,169,2010,215200
764,60,RL,82,9430,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,8,5,1999,1999,CompShg,VinylSd,VinylSd,Gd,TA,Mn,GLQ,1163,Unf,0,89,1252,Y,1268,1097,0,2365,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999,RFn,3,856,TA,TA,Y,0,2009,337000
765,120,RL,30,9549,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,TwnhsE,1Story,8,5,1995,1996,CompShg,BrkFace,BrkFace,Gd,Gd,Av,LwQ,437,GLQ,1057,0,1494,Y,1494,0,0,1494,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995,Fin,2,481,TA,TA,Y,0,2006,270000
766,20,RL,75,14587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,9,5,2008,2008,CompShg,VinylSd,VinylSd,Gd,TA,No,Unf,0,Unf,0,1498,1498,Y,1506,0,0,1506,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008,Fin,2,592,TA,TA,Y,0,2008,264132
767,60,RL,80,10421,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,2Story,7,5,1988,1988,CompShg,HdBoard,HdBoard,Gd,TA,No,GLQ,394,Unf,0,586,980,Y,980,734,0,1714,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988,Unf,2,496,TA,TA,Y,228,2010,196500
768,50,RL,75,12508,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1.5Fin,6,7,1940,1985,CompShg,VinylSd,VinylSd,Gd,TA,Mn,ALQ,660,Unf,0,323,983,Y,983,767,0,1750,1,0,2,0,4,1,TA,7,Mod,0,NA,Attchd,1989,Unf,1,423,TA,TA,Y,245,2008,160000
769,20,RL,70,9100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,1Fam,1Story,7,5,2004,2005,CompShg,VinylSd,VinylSd,Gd,TA,No,GLQ,24,Unf,0,1836,1860,Y,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004,Fin,2,484,TA,TA,Y,120,2006,216837
